Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6yjsa6c8nSGQqXF12vFSpp,"Loco","SEX AND LOVE (Deluxe)","Enrique Iglesias;Romeo Santos",2014-03-17,213146,40,false,franchescoropero,2020-08-30T14:27:16Z,"pop latino,latina,bachata","Universal Music Group International",0.756,0.863,7,-3.39,1,0.028,0.404,0,0.112,0.915,132.987,4
spotify:track:22dXe7z6yWeDMEIJCF644v,"Noche Y De Dia","SEX AND LOVE (Deluxe)","Enrique Iglesias;Yandel;Juan Magán",2014-01-01,222813,0,false,franchescoropero,2020-08-30T14:27:52Z,"pop latino,latina,reggaetón,urbano latino","Universal Music Spain S.L.",0.766,0.871,0,-3.297,0,0.0405,0.00355,0,0.23,0.565,119.989,4
spotify:track:4jMu6QYon1JEikcdTJ1TzR,"El Perdedor","SEX AND LOVE (Deluxe)","Enrique Iglesias;Marco Antonio Solís",2014-03-17,191426,38,false,franchescoropero,2020-08-30T14:28:12Z,"pop latino,latina,grupera,ranchera,mariachi","Universal Music Group International",0.487,0.478,8,-5.91,0,0.0536,0.704,0,0.121,0.288,137.799,4
spotify:track:1OXHnIZaBGRdXT9GfyZa7G,"Bailamos - Wild Wild West/Soundtrack Version","UNO (95/08) [Regular USA]","Enrique Iglesias",2008-01-01,214693,0,false,franchescoropero,2020-08-30T14:28:51Z,"pop latino,latina","Universal Music Group",0.63,0.879,9,-4.517,0,0.039,0.0474,0.0041,0.142,0.587,99.891,4
spotify:track:74JCCEoIbiS0QFPCDB6RON,"Mentiroso","Greatest Hits","Enrique Iglesias",2019-10-04,235120,22,false,franchescoropero,2020-08-30T14:29:12Z,"pop latino,latina","UMLE - Latino",0.598,0.56,8,-6.936,1,0.0306,0.83,0.00028,0.161,0.289,87.996,4
spotify:track:6ZBXuJ1pc7QkhzMXls2IBG,"Nunca Te Olvidaré","UNO (95/08)","Enrique Iglesias",2008-01-01,263800,0,false,franchescoropero,2020-08-30T14:29:27Z,"pop latino,latina","National Own",0.347,0.517,4,-5.63,1,0.0289,0.85,0.00000105,0.139,0.265,90.222,4
spotify:track:2L9jPTSCT5K0gkgpXONyMK,"Si Tú Te Vas","Enrique Iglesias","Enrique Iglesias",1995,241000,0,false,franchescoropero,2020-08-30T14:29:43Z,"pop latino,latina","Universal Music Latino",0.501,0.524,11,-5.571,1,0.027,0.427,0.00000181,0.114,0.248,137.368,4
spotify:track:5T8gItTwZ8MxsQHHTEOSGu,"DUELE EL CORAZON (English Version) (feat. Tinashe & Javada)","DUELE EL CORAZON (English Version) (feat. Tinashe & Javada)","Enrique Iglesias;Tinashe;Javada",2016-07-19,200956,42,false,franchescoropero,2020-08-30T14:30:02Z,"pop latino,latina,r&b alternativo,riddim,dancehall,lovers rock,hip hop alemán","RCA Records/Sony Music International/Sony Music Latin",0.674,0.875,8,-4.087,0,0.107,0.0718,0,0.13,0.811,90.994,4
spotify:track:1BuTNbYxxFYezD1tT8AJR9,"MOVE TO MIAMI","MOVE TO MIAMI","Enrique Iglesias;Pitbull",2018-05-03,168680,49,true,franchescoropero,2020-08-30T14:30:50Z,"pop latino,latina","RCA Records/Sony Music International/Sony Music Latin",0.738,0.857,1,-4.127,1,0.0515,0.0186,0.00000185,0.0848,0.845,99.958,4
spotify:track:3FifroUyur8j5mTM78WuXQ,"Ay Haiti!","Ay Haiti!","Alejandro Sanz;Aleks Syntek;Bebe;Belinda;Carlos Jean;Daddy Jean;David Otero;Enrique Iglesias;Estopa;Hombres G;Juanes;Kun Agüero;La Mala;La Oreja de Van Gogh;Macaco;Marta Sánchez;Merce;Miguel Bosé;Najwa;OBK",2010-04-02,311346,59,false,franchescoropero,2020-08-30T14:33:13Z,"pop latino,rock en español,latina,flamenco,flamenco pop,rock latino,rock mexicano,tropipop,reggae en español,música alternativa latina,synthpop","Columbia (BMG Spain)",0.673,0.753,7,-5.002,1,0.119,0.272,0,0.071,0.424,120.057,4
